family_name,book_page_no,pdf_page_no,region_index,status,crop_path,paragraph_text,raw_json_path,error
Henry Reaction,203,255,3,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\203_Henry_Reaction_r3.png,"The bone collagen cross-link (+)-deoxypyrrololine has potential clinical utility in the diagnosis of osteoporosis and other metabolic bone diseases. Intrigued by its novel structure and its promise to allow the early discovery of various bone diseases, the research team of M. Adamczyk developed a convergent total synthesis for this 1,3,4-trisubstituted pyrrole amino acid.56 The key step of the synthesis was the union of the nitroalkane and aldehyde fragments to obtain a diastereomeric mixture of the expected -nitro alcohol in good yield. This new functionality served as a handle to install the pyrrole ring.",,
Henry Reaction,203,255,4,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\203_Henry_Reaction_r4.png,The total synthesis of (+)-cyclophellitol containing a fully oxygenated cyclohexane ring was accomplished by T. Ishikawa and co-workers.57 The synthetic strategy was based on the intramolecular silyl nitronate [3+2] cycloaddition reaction. The cycloaddition precursor was prepared by the Henry reaction starting from a D-glucose-derived aldehyde.,,
Hetero Diels-Alder Cycloaddition,205,257,1,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\205_Hetero_Diels_Alder_Cycloaddition_r1.png,"The enantioselective total synthesis of the epidermal growth factor inhibitor (–)-reveromycin B was completed by M.A. Rizzacasa and co-workers.70 The key step to assemble the 6,6-spiroketal moiety was the HDA reaction between an α,β-unsaturated aldehyde (butylacrolein) and an enantiopure methylene pyran. The desired 6,6-spiroketal was obtained as a single enantiomer after heating the neat reactants in the absence of solvents at 110 °C for 2 days.",,
Hetero Diels-Alder Cycloaddition,205,257,2,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\205_Hetero_Diels_Alder_Cycloaddition_r2.png,"In the laboratory of S.F. Martin, a biomimetic approach toward the total synthesis of (±)-strychnine was developed by using tandem vinylogous Mannich addition and HDA reaction to construct the pentacyclic heteroyohimboid core of the natural product.71 The commercially available 4,9-dihydro-3H-β-carboline was first converted to the corresponding N-acylium ion and then reacted with 1-trimethylsilyloxybutadiene in a vinylogous Mannich reaction. The resulting cycloaddition precursor readily underwent the expected HDA reaction in 85% yield.",,
Hetero Diels-Alder Cycloaddition,205,257,3,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\205_Hetero_Diels_Alder_Cycloaddition_r3.png,The first total synthesis of the decahydroquinoline alkaloid (–)-lepadin A was reported by C. Kibayashi et al.72 The authors’ approach was based on the intramolecular HDA reaction of an in situ generated acylnitroso compound. The precursor hydroxamic acid was oxidized with Pr4N(IO4) in water-DMF (50:1) to form an acylnitroso compound that smoothly underwent the [4+2] cycloaddition. The trans bicyclic oxazino lactam product was formed as a 6.6:1 mixture of diastereomers; a result of the hydrophobic effect.,,
Hetero Diels-Alder Cycloaddition,205,257,4,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\205_Hetero_Diels_Alder_Cycloaddition_r4.png,C.H. Swindell and co-workers enantioselectively prepared the Taxol A-ring side chain by using a thermal inverse electron-demand HDA reaction as the key step.73 The (Z)-ketene acetal was attached to a chiral auxiliary and reacted with the N-benzoylaldimine to give the desired dihydrooxazine in 75% yield with good diastereoselectivity.,,
Hofmann Elimination,207,259,1,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\207_Hofmann_Elimination_r1.png,"The enantioselective formal total synthesis of 4-demethoxydaunomycin was accomplished in the laboratory of M. Shibasaki.35 The key intermediate was prepared from an enantiomerically enriched trans-β-amino alcohol, which was first exhaustively methylated to the corresponding quaternary ammonium salt. This salt was then treated with excess n-BuLi to afford the desired allylic alcohol in moderate yield.",,
Hofmann Elimination,207,259,2,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\207_Hofmann_Elimination_r2.png,"During the total synthesis of fungal metabolite (–)-cryptosporin, R.W. Franck and co-workers developed an efficient method for the regiospecific synthesis of naturally occurring naphtho[2,3-b]pyrano- and [2,3-b]furanoquinones using the Bradscher cycloaddition as the key step.36 The Hofmann elimination of a primary amine located at the benzylic position, was carried out in the last steps of the synthesis. Interestingly, exhaustive methylation of the primary amine with excess MeI in MeOH/K2CO3 resulted in spontaneous elimination of the quaternary ammonium salt at room temperature.",,
Hofmann Elimination,207,259,3,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\207_Hofmann_Elimination_r3.png,The ABCD ring system of the diterpene alkaloid atisine was constructed by T. Kametani et al using an intramolecular Diels-Alder cycloaddition reaction as the key step.37 The dienophile was obtained by the traditional Hofmann degradation of the corresponding dimethylamino precursor. The diene was prepared by the kinetic enolization of the cyclohexenone system with LDA.,,
Hofmann Elimination,207,259,4,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\207_Hofmann_Elimination_r4.png,"In the laboratory of D.S. Watt, the enantioselective total synthesis of (+)-picrasin B was achieved from (–)-Wieland- Miescher ketone.38 At the early stages of the synthetic effort, an exocyclic double bond was introduced in a two-step procedure by first alkylating the bicyclic conjugated TMS enol ether with Eschenmoser’s salt at the γ-position, followed by Hofmann elimination of the dimethylamino group.",,
Hofmann-Loffler-Freytag Reaction,209,261,1,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\209_Hofmann_Loffler_Freytag_Reaction_r1.png,"In the laboratory of Y. Shibanuma, a novel synthetic approach was developed to construct the bridged azabicyclic ring system of the diterpene alkaloid kobusine.32 The bridged nitrogen structure of the target (±)-6,15,16-imino- podocarpane-8,11,13-triene was synthesized by means of a Hofmann-Löffler-Freytag reaction from a bicyclic chloroamine. First the bicyclic amine was converted to the corresponding N-chloro derivative in good yield by treatment with NCS in dichloromethane. The solution of the bicyclic N-chloroamine in trifluoroacetic acid was then irradiated with a 400 W high pressure Hg-lamp under nitrogen atmosphere at r.t. for several hours to afford a moderate yield of the product.",,
Hofmann-Loffler-Freytag Reaction,209,261,2,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\209_Hofmann_Loffler_Freytag_Reaction_r2.png,"E. Suárez and co-workers prepared chiral 7-oxa-2-azabicyclo[3.2.1]octane and 8-oxa-6-azabicyclo[3.2.1]octane ring systems derived from carbohydrates via an intramolecular hydrogen abstraction reaction promoted by N-centered radicals.22 The N-centered radicals were obtained under mild conditions (Suárez modification) from phenyl and benzyl amidophosphates and alkyl and benzyl carbamate derivatives of aminoalditols by treatment with PIDA/I2 or PhIO/I2. The initial N-radical undergoes a 1,5-hydrogen abstraction to form an alkyl radical, which is oxidized to the corresponding stabilized carbocation (oxocarbenium ion) under the reaction conditions. The overall transformation may be considered as an intramolecular N-glycosidation reaction.",,
Hofmann-Loffler-Freytag Reaction,209,261,3,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\209_Hofmann_Loffler_Freytag_Reaction_r3.png,"The authors prepared N-alkyl-1,2-benzisothiazoline-3-one-1,1-dioxides (N-alkylsaccharins) from N-alkyl(o-methyl)- arenesulfonamides using (diacetoxyiodo)arenes in the presence of iodine via sulfonamidyl radicals. The transformations did not work in the dark, indicating the radical nature of the reaction. The yields varied from moderate to excellent and the nature of the aromatic substituents on both the substrate and the (diacetoxyiodo)arenes were important. It should be noted that the oxygen atom at the C3 position most likely arises from the hydrolysis of a C3 diiodo intermediate (not isolated).",,
Hofmann Rearrangement,211,263,1,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\211_Hofmann_Rearrangement_r1.png,The enantioselective total synthesis of (–)-epibatidine was accomplished in the laboratory of D.A. Evans.42 The key steps in the synthetic sequence included a hetero Diels-Alder reaction and a modified Hofmann rearrangement. The primary carboxamide was subjected to lead tetraacetate in tert-butyl alcohol that brought about the rearrangement and gave the corresponding N-Boc protected primary amine in good yield. A few more steps from this intermediate led to the completion of the total synthesis.,,
Hofmann Rearrangement,211,263,2,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\211_Hofmann_Rearrangement_r2.png,"The first asymmetric total synthesis of the hasubanan alkaloid (+)-cepharamine was completed by A.G. Schultz et al.43 In order to construct the cis-fused N-methylpyrrolidine ring, the advanced tetracyclic lactone was first converted to the primary carboxamide by treatment with sodium amide in liquid ammonia. Next the Hofmann rearrangement was induced with sodium hypobromite in methanol initially affording the isocyanate, which upon reacting with the free secondary alcohol intramolecularly gave the corresponding cyclic carbamate in excellent yield.",,
Hofmann Rearrangement,211,263,3,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\211_Hofmann_Rearrangement_r3.png,"R. Verma and co-workers developed a silicon-controlled total synthesis of the antifungal agent (+)-preussin using a modified Hofmann rearrangement as one of the key steps in the final stages of the synthetic sequence.44 The primary carboxamide was exposed to LTA in DMF in the presence of benzyl alcohol, which resulted in an efficient Hofmann rearrangement to afford the Cbz-protected primary amine. As expected, there was no loss of optical activity in the product. The silicon group was finally converted to the corresponding secondary alcohol by the Fleming-Tamao oxidation.",,
Hofmann Rearrangement,211,263,4,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\211_Hofmann_Rearrangement_r4.png,"During the late stages of the asymmetric total synthesis of capreomycidine IB it was necessary to transform an asparagine residue into a diaminopropanoic acid residue.45 R.M. Williams et al. employed a chemoselective Hofmann rearrangement, thereby avoiding protection and deprotection steps that would have been necessary had the diaminopropanoic acid been introduced directly. The complex pentapeptide was treated with PIFA and pyridine in the presence of water to afford the primary amine in high yield.",,
Horner-Wadsworth-Emmons Olefination,213,265,1,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\213_Horner_Wadsworth_Emmons_Olefination_r1.png,"In the laboratory of T.R. Hoye, a HWE macrocyclic head-to-tail dimerization was used to construct the C2-symmetric macrocyclic core of (–)-cylindrocyclophane A. 49 The monomer phosphono ester aldehyde was subjected to sodium hydride in benzene containing a catalytic amount of 15-crown-5 ether and 55% of the (E,E)-macrocyclized product was obtained. None of the (Z,Z) stereoisomer was observed. Macrocyclization reactions usually require high-dilution conditions but even relatively concentrated solutions (0.02M) did not decrease the yield of the product in this case.",,
