case_id,expected_family,top1_family,top3_families,top3_scores,top5_families,hit_at_1,hit_at_3,hit_at_5,no_confident_hit,source_extract_id,source_kind,error
cov_gattermann_and_gattermann-koch_formylation_930,Gattermann and Gattermann-Koch Formylation,Gattermann and Gattermann-Koch Formylation,Gattermann and Gattermann-Koch Formylation | Friedel-Crafts Acylation | Kornblum Oxidation,2.581 | 2.281 | 1.972,Gattermann and Gattermann-Koch Formylation | Friedel-Crafts Acylation | Kornblum Oxidation | Stephen Aldehyde Synthesis (Stephen Reduction) | Vilsmeier-Haack Formylation,True,True,True,False,930,application_example,
cov_gattermann_and_gattermann-koch_formylation_931,Gattermann and Gattermann-Koch Formylation,Gattermann and Gattermann-Koch Formylation,Gattermann and Gattermann-Koch Formylation | Kornblum Oxidation | Sandmeyer Reaction,3.216 | 1.973 | 1.938,Gattermann and Gattermann-Koch Formylation | Kornblum Oxidation | Sandmeyer Reaction | Vilsmeier-Haack Formylation | Reimer-Tiemann Reaction,True,True,True,False,931,application_example,
cov_glaser_coupling_915,Glaser Coupling,Glaser Coupling,Glaser Coupling | Alkyne Metathesis | Schwartz Hydrozirconation,1.928 | 1.703 | 1.625,Glaser Coupling | Alkyne Metathesis | Schwartz Hydrozirconation | Corey-Winter Olefination | Nicholas Reaction,True,True,True,False,915,application_example,
cov_glaser_coupling_916,Glaser Coupling,Glaser Coupling,Glaser Coupling | Friedel-Crafts Alkylation | Eschenmoser-Tanabe Fragmentation,1.378 | 1.306 | 1.198,Glaser Coupling | Friedel-Crafts Alkylation | Eschenmoser-Tanabe Fragmentation | Hunsdiecker Reaction | Balz-Schiemann Reaction (Schiemann Reaction),True,True,True,False,916,application_example,
cov_grignard_reaction_917,Grignard Reaction,Grignard Reaction,Grignard Reaction | Noyori Asymmetric Hydrogenation | Sharpless Asymmetric Dihydroxylation,2.49 | 2.146 | 2.14,Grignard Reaction | Noyori Asymmetric Hydrogenation | Sharpless Asymmetric Dihydroxylation | Benzoin and Retro-Benzoin Condensation | Wolff-Kishner Reduction,True,True,True,False,917,application_example,
cov_grignard_reaction_918,Grignard Reaction,Grignard Reaction,Grignard Reaction | Eschenmoser Methenylation | Corey-Chaykovsky Epoxidation and Cyclopropanation,2.337 | 2.205 | 2.04,Grignard Reaction | Eschenmoser Methenylation | Corey-Chaykovsky Epoxidation and Cyclopropanation | Enders SAMP/RAMP Hydrazone Alkylation | Stork Enamine Synthesis,True,True,True,False,918,application_example,
cov_grob_fragmentation_978,Grob Fragmentation,Grob Fragmentation,Grob Fragmentation | Alder (Ene) Reaction (Hydro-Allyl Addition) | Wohl-Ziegler Bromination,2.521 | 0.786 | 0.617,Grob Fragmentation | Alder (Ene) Reaction (Hydro-Allyl Addition) | Wohl-Ziegler Bromination | Ramberg-Bäcklund Rearrangement | Polonovski Reaction,True,True,True,False,978,application_example,
cov_grob_fragmentation_996,Grob Fragmentation,Grob Fragmentation,Grob Fragmentation | Alder (Ene) Reaction (Hydro-Allyl Addition) | Wohl-Ziegler Bromination,2.639 | 0.758 | 0.712,Grob Fragmentation | Alder (Ene) Reaction (Hydro-Allyl Addition) | Wohl-Ziegler Bromination | Johnson-Claisen Rearrangement | Cope Rearrangement,True,True,True,False,996,application_example,
cov_hajos-parrish_reaction_979,Hajos-Parrish Reaction,Hajos-Parrish Reaction,Hajos-Parrish Reaction | Robinson Annulation | Enders SAMP/RAMP Hydrazone Alkylation,3.155 | 1.066 | 0.683,Hajos-Parrish Reaction | Robinson Annulation | Enders SAMP/RAMP Hydrazone Alkylation | Michael Addition Reaction | Regitz Diazo Transfer,True,True,True,False,979,application_example,
cov_hajos-parrish_reaction_998,Hajos-Parrish Reaction,Hajos-Parrish Reaction,Hajos-Parrish Reaction | Enders SAMP/RAMP Hydrazone Alkylation | Robinson Annulation,3.345 | 0.836 | 0.539,Hajos-Parrish Reaction | Enders SAMP/RAMP Hydrazone Alkylation | Robinson Annulation | Stork Enamine Synthesis | Michael Addition Reaction,True,True,True,False,998,application_example,
cov_hantzsch_dihydropyridine_synthesis_905,Hantzsch Dihydropyridine Synthesis,Hantzsch Dihydropyridine Synthesis,Hantzsch Dihydropyridine Synthesis | Regitz Diazo Transfer | Kulinkovich Reaction,2.16 | 1.757 | 1.448,Hantzsch Dihydropyridine Synthesis | Regitz Diazo Transfer | Kulinkovich Reaction | Retro-Claisen Reaction | Knorr Pyrrole Synthesis,True,True,True,False,905,application_example,
cov_hantzsch_dihydropyridine_synthesis_906,Hantzsch Dihydropyridine Synthesis,Hantzsch Dihydropyridine Synthesis,Hantzsch Dihydropyridine Synthesis | Claisen Condensation / Claisen Reaction | Alder (Ene) Reaction (Hydro-Allyl Addition),2.066 | 1.805 | 1.418,Hantzsch Dihydropyridine Synthesis | Claisen Condensation / Claisen Reaction | Alder (Ene) Reaction (Hydro-Allyl Addition) | Hetero Diels-Alder Cycloaddition (HDA) | Noyori Asymmetric Hydrogenation,True,True,True,False,906,application_example,
cov_heck_reaction_919,Heck Reaction,Heck Reaction,Heck Reaction | Alkene (Olefin) Metathesis | Meerwein Arylation,6.019 | 2.616 | 1.799,Heck Reaction | Alkene (Olefin) Metathesis | Meerwein Arylation | Corey-Winter Olefination | Stetter Reaction,True,True,True,False,919,application_example,
cov_heck_reaction_920,Heck Reaction,Heck Reaction,Heck Reaction | Corey-Winter Olefination | Kornblum Oxidation,4.566 | 4.019 | 2.944,Heck Reaction | Corey-Winter Olefination | Kornblum Oxidation | Meerwein Arylation | Alkene (Olefin) Metathesis,True,True,True,False,920,application_example,
cov_heine_reaction_1000,Heine Reaction,Heine Reaction,Heine Reaction | Bischler-Napieralski Isoquinoline Synthesis | Lieben Haloform Reaction,3.349 | 1.297 | 0.971,Heine Reaction | Bischler-Napieralski Isoquinoline Synthesis | Lieben Haloform Reaction | Mannich Reaction | Noyori Asymmetric Hydrogenation,True,True,True,False,1000,application_example,
cov_heine_reaction_1001,Heine Reaction,Heine Reaction,Heine Reaction | Petasis-Ferrier Rearrangement | Lieben Haloform Reaction,3.341 | 0.825 | 0.811,Heine Reaction | Petasis-Ferrier Rearrangement | Lieben Haloform Reaction | Mannich Reaction | Shi Asymmetric Epoxidation,True,True,True,False,1001,application_example,
cov_hell-volhard-zelinsky_reaction_921,Hell-Volhard-Zelinsky Reaction,Hell-Volhard-Zelinsky Reaction,Hell-Volhard-Zelinsky Reaction | Favorskii and Homo-Favorskii Rearrangement | Enders SAMP/RAMP Hydrazone Alkylation,3.339 | 0.99 | 0.981,Hell-Volhard-Zelinsky Reaction | Favorskii and Homo-Favorskii Rearrangement | Enders SAMP/RAMP Hydrazone Alkylation | Pinnick Oxidation | Aldol Reaction,True,True,True,False,921,application_example,
cov_hell-volhard-zelinsky_reaction_922,Hell-Volhard-Zelinsky Reaction,Hell-Volhard-Zelinsky Reaction,Hell-Volhard-Zelinsky Reaction | Malonic Ester Synthesis | Arndt-Eistert Homologation / Synthesis,2.934 | 1.5 | 1.328,Hell-Volhard-Zelinsky Reaction | Malonic Ester Synthesis | Arndt-Eistert Homologation / Synthesis | Jones Oxidation | Enders SAMP/RAMP Hydrazone Alkylation,True,True,True,False,922,application_example,
cov_henry_reaction_923,Henry Reaction,Henry Reaction,Henry Reaction | Benzoin and Retro-Benzoin Condensation | Danishefsky's Diene Cycloaddition,5.355 | 1.612 | 1.59,Henry Reaction | Benzoin and Retro-Benzoin Condensation | Danishefsky's Diene Cycloaddition | Grignard Reaction | Pomeranz-Fritsch Reaction,True,True,True,False,923,application_example,
cov_henry_reaction_924,Henry Reaction,Henry Reaction,Henry Reaction | Roush Asymmetric Allylation | Cannizzaro Reaction,4.749 | 1.776 | 1.652,Henry Reaction | Roush Asymmetric Allylation | Cannizzaro Reaction | Corey-Chaykovsky Epoxidation and Cyclopropanation | Pinner Reaction,True,True,True,False,924,application_example,
cov_hetero_diels-alder_cycloaddition_(hda)_907,Hetero Diels-Alder Cycloaddition (HDA),Hetero Diels-Alder Cycloaddition (HDA),Hetero Diels-Alder Cycloaddition (HDA) | Alder (Ene) Reaction (Hydro-Allyl Addition) | Diels-Alder Cycloaddition,3.279 | 1.949 | 1.207,Hetero Diels-Alder Cycloaddition (HDA) | Alder (Ene) Reaction (Hydro-Allyl Addition) | Diels-Alder Cycloaddition | Ring-Closing Metathesis | Mannich Reaction,True,True,True,False,907,application_example,
cov_hetero_diels-alder_cycloaddition_(hda)_908,Hetero Diels-Alder Cycloaddition (HDA),Hetero Diels-Alder Cycloaddition (HDA),Hetero Diels-Alder Cycloaddition (HDA) | Alder (Ene) Reaction (Hydro-Allyl Addition) | Mannich Reaction,3.479 | 1.89 | 1.05,Hetero Diels-Alder Cycloaddition (HDA) | Alder (Ene) Reaction (Hydro-Allyl Addition) | Mannich Reaction | Pictet-Spengler Tetrahydroisoquinoline Synthesis | Prins Reaction,True,True,True,False,908,application_example,
cov_hofmann_elimination_909,Hofmann Elimination,Grob Fragmentation,Grob Fragmentation | Schwartz Hydrozirconation | Alder (Ene) Reaction (Hydro-Allyl Addition),1.048 | 0.835 | 0.758,Grob Fragmentation | Schwartz Hydrozirconation | Alder (Ene) Reaction (Hydro-Allyl Addition) | Hofmann Elimination | Wohl-Ziegler Bromination,False,False,True,False,909,application_example,
cov_hofmann_elimination_910,Hofmann Elimination,Ring-Closing Metathesis,Ring-Closing Metathesis | Alkene (Olefin) Metathesis | Vinylcyclopropane-Cyclopentene Rearrangement,1.292 | 1.26 | 1.223,Ring-Closing Metathesis | Alkene (Olefin) Metathesis | Vinylcyclopropane-Cyclopentene Rearrangement | Corey-Winter Olefination | Tebbe Olefination/Petasis-Tebbe Olefination,False,False,False,False,910,application_example,
cov_hofmann_rearrangement_911,Hofmann Rearrangement,Hofmann Rearrangement,Hofmann Rearrangement | Curtius Rearrangement | Schmidt Reaction,4.464 | 2.835 | 2.748,Hofmann Rearrangement | Curtius Rearrangement | Schmidt Reaction | Wolff-Kishner Reduction | Clemmensen Reduction,True,True,True,False,911,application_example,
cov_hofmann_rearrangement_912,Hofmann Rearrangement,Hofmann Rearrangement,Hofmann Rearrangement | Hunsdiecker Reaction | Seyferth-Gilbert Homologation,2.534 | 1.646 | 1.586,Hofmann Rearrangement | Hunsdiecker Reaction | Seyferth-Gilbert Homologation | Pfitzner-Moffatt Oxidation | Keck Radical Allylation,True,True,True,False,912,application_example,
cov_hofmann-loffler-freytag_reaction_800,Hofmann-Loffler-Freytag Reaction,Hofmann-Loffler-Freytag Reaction,Hofmann-Loffler-Freytag Reaction | Eschenmoser-Tanabe Fragmentation | Neber Rearrangement,3.105 | 0.527 | 0.525,Hofmann-Loffler-Freytag Reaction | Eschenmoser-Tanabe Fragmentation | Neber Rearrangement | Wharton Fragmentation | Friedel-Crafts Alkylation,True,True,True,False,800,application_example,
cov_hofmann-loffler-freytag_reaction_801,Hofmann-Loffler-Freytag Reaction,Hofmann-Loffler-Freytag Reaction,Hofmann-Loffler-Freytag Reaction | Neber Rearrangement | Eschenmoser-Tanabe Fragmentation,3.105 | 0.514 | 0.513,Hofmann-Loffler-Freytag Reaction | Neber Rearrangement | Eschenmoser-Tanabe Fragmentation | Wharton Fragmentation | Bartoli Indole Synthesis,True,True,True,False,801,application_example,
cov_horner-wadsworth-emmons_olefination_913,Horner-Wadsworth-Emmons Olefination,Horner-Wadsworth-Emmons Olefination,Horner-Wadsworth-Emmons Olefination | Wittig Reaction | Stetter Reaction,8.525 | 3.413 | 2.16,Horner-Wadsworth-Emmons Olefination | Wittig Reaction | Stetter Reaction | Pinnick Oxidation | Wittig Reaction - Schlosser Modification,True,True,True,False,913,application_example,
cov_horner-wadsworth-emmons_olefination_914,Horner-Wadsworth-Emmons Olefination,Horner-Wadsworth-Emmons Olefination,Horner-Wadsworth-Emmons Olefination | Wittig Reaction | Charette Asymmetric Cyclopropanation,6.153 | 2.135 | 1.796,Horner-Wadsworth-Emmons Olefination | Wittig Reaction | Charette Asymmetric Cyclopropanation | Cannizzaro Reaction | Roush Asymmetric Allylation,True,True,True,False,914,application_example,
cov_horner-wadsworth-emmons_olefination_–_still-gennari_modification_944,Horner-Wadsworth-Emmons Olefination – Still-Gennari Modification,Pinnick Oxidation,Pinnick Oxidation | Stetter Reaction | Alkene (Olefin) Metathesis,2.193 | 2.154 | 2.07,Pinnick Oxidation | Stetter Reaction | Alkene (Olefin) Metathesis | Takai-Utimoto Olefination (Takai Reaction) | Danishefsky's Diene Cycloaddition,False,False,False,False,944,application_example,
cov_horner-wadsworth-emmons_olefination_–_still-gennari_modification_945,Horner-Wadsworth-Emmons Olefination – Still-Gennari Modification,Cannizzaro Reaction,Cannizzaro Reaction | Roush Asymmetric Allylation | Corey-Chaykovsky Epoxidation and Cyclopropanation,1.809 | 1.72 | 1.688,Cannizzaro Reaction | Roush Asymmetric Allylation | Corey-Chaykovsky Epoxidation and Cyclopropanation | Pinner Reaction | Friedel-Crafts Acylation,False,False,False,False,945,application_example,
cov_houben-hoesch_reaction_802,Houben-Hoesch Reaction,Houben-Hoesch Reaction,Houben-Hoesch Reaction | Reimer-Tiemann Reaction | Kolbe-Schmitt Reaction,4.726 | 2.114 | 1.661,Houben-Hoesch Reaction | Reimer-Tiemann Reaction | Kolbe-Schmitt Reaction | Lieben Haloform Reaction | Mitsunobu Reaction,True,True,True,False,802,application_example,
cov_houben-hoesch_reaction_803,Houben-Hoesch Reaction,Houben-Hoesch Reaction,Houben-Hoesch Reaction | Kolbe-Schmitt Reaction | Reimer-Tiemann Reaction,4.163 | 1.524 | 1.202,Houben-Hoesch Reaction | Kolbe-Schmitt Reaction | Reimer-Tiemann Reaction | Dakin Oxidation | Fries Rearrangement,True,True,True,False,803,application_example,
cov_hunsdiecker_reaction_932,Hunsdiecker Reaction,Hunsdiecker Reaction,Hunsdiecker Reaction | Wolff-Kishner Reduction | Aza-Wittig Reaction,0.697 | 0.546 | 0.522,Hunsdiecker Reaction | Wolff-Kishner Reduction | Aza-Wittig Reaction | Lossen Rearrangement | Lieben Haloform Reaction,True,True,True,False,932,application_example,
cov_hunsdiecker_reaction_933,Hunsdiecker Reaction,Barton Radical Decarboxylation,Barton Radical Decarboxylation | Barton Radical Decarboxylation Reaction | Arndt-Eistert Homologation / Synthesis,1.52 | 1.041 | 0.902,Barton Radical Decarboxylation | Barton Radical Decarboxylation Reaction | Arndt-Eistert Homologation / Synthesis | Hunsdiecker Reaction | Sandmeyer Reaction,False,False,True,False,933,application_example,
cov_intramolecular_nitrile_oxide_cycloaddition_1003,Intramolecular Nitrile Oxide Cycloaddition,Intramolecular Nitrile Oxide Cycloaddition,Intramolecular Nitrile Oxide Cycloaddition | Baldwin's Rules / Guidelines for Ring-Closing Reactions | Sharpless Asymmetric Epoxidation,2.748 | 0.514 | 0.354,Intramolecular Nitrile Oxide Cycloaddition | Baldwin's Rules / Guidelines for Ring-Closing Reactions | Sharpless Asymmetric Epoxidation | Keck Macrolactonization | Wohl-Ziegler Bromination,True,True,True,False,1003,application_example,
cov_intramolecular_nitrile_oxide_cycloaddition_1004,Intramolecular Nitrile Oxide Cycloaddition,Intramolecular Nitrile Oxide Cycloaddition,Intramolecular Nitrile Oxide Cycloaddition | Alkene (Olefin) Metathesis | Ring-Closing Metathesis,2.721 | 0.682 | 0.617,Intramolecular Nitrile Oxide Cycloaddition | Alkene (Olefin) Metathesis | Ring-Closing Metathesis | Baldwin's Rules / Guidelines for Ring-Closing Reactions | Cope Rearrangement,True,True,True,False,1004,application_example,
cov_jacobsen_hydrolytic_kinetic_resolution_938,Jacobsen Hydrolytic Kinetic Resolution,Jacobsen Hydrolytic Kinetic Resolution,Jacobsen Hydrolytic Kinetic Resolution | Sharpless Asymmetric Dihydroxylation | Corey-Bakshi-Shibata Reduction (CBS Reduction),2.337 | 1.361 | 1.274,Jacobsen Hydrolytic Kinetic Resolution | Sharpless Asymmetric Dihydroxylation | Corey-Bakshi-Shibata Reduction (CBS Reduction) | Balz-Schiemann Reaction (Schiemann Reaction) | Payne Rearrangement,True,True,True,False,938,application_example,
cov_jacobsen_hydrolytic_kinetic_resolution_939,Jacobsen Hydrolytic Kinetic Resolution,Jacobsen Hydrolytic Kinetic Resolution,Jacobsen Hydrolytic Kinetic Resolution | Sharpless Asymmetric Dihydroxylation | Payne Rearrangement,1.978 | 0.26 | 0.25,Jacobsen Hydrolytic Kinetic Resolution | Sharpless Asymmetric Dihydroxylation | Payne Rearrangement | Meerwein-Ponndorf-Verley Reduction | Prévost Reaction,True,True,True,False,939,application_example,
cov_jacobsen-katsuki_epoxidation_934,Jacobsen-Katsuki Epoxidation,Shi Asymmetric Epoxidation,Shi Asymmetric Epoxidation | Jacobsen-Katsuki Epoxidation | Prilezhaev Reaction,2.682 | 2.337 | 2.337,Shi Asymmetric Epoxidation | Jacobsen-Katsuki Epoxidation | Prilezhaev Reaction | Corey-Chaykovsky Epoxidation and Cyclopropanation | Furukawa Modification,False,True,True,False,934,application_example,
cov_jacobsen-katsuki_epoxidation_935,Jacobsen-Katsuki Epoxidation,Jacobsen-Katsuki Epoxidation,Jacobsen-Katsuki Epoxidation | Furukawa Modification | Charette Asymmetric Cyclopropanation,2.499 | 1.325 | 1.293,Jacobsen-Katsuki Epoxidation | Furukawa Modification | Charette Asymmetric Cyclopropanation | Sharpless Asymmetric Aminohydroxylation | Corey-Chaykovsky Epoxidation and Cyclopropanation,True,True,True,False,935,application_example,
cov_japp-klingemann_reaction_942,Japp-Klingemann Reaction,Acetoacetic Ester Synthesis,Acetoacetic Ester Synthesis | Retro-Claisen Reaction | Regitz Diazo Transfer,2.304 | 1.791 | 1.733,Acetoacetic Ester Synthesis | Retro-Claisen Reaction | Regitz Diazo Transfer | Claisen Condensation / Claisen Reaction | Japp-Klingemann Reaction,False,False,True,False,942,application_example,
cov_japp-klingemann_reaction_943,Japp-Klingemann Reaction,Claisen Condensation / Claisen Reaction,Claisen Condensation / Claisen Reaction | Mannich Reaction | Retro-Claisen Reaction,1.874 | 1.801 | 1.765,Claisen Condensation / Claisen Reaction | Mannich Reaction | Retro-Claisen Reaction | Schmidt Reaction | Regitz Diazo Transfer,False,False,False,False,943,application_example,
cov_johnson-claisen_rearrangement_940,Johnson-Claisen Rearrangement,Johnson-Claisen Rearrangement,Johnson-Claisen Rearrangement | Eschenmoser-Claisen Rearrangement | Sharpless Asymmetric Epoxidation,3.68 | 2.016 | 1.31,Johnson-Claisen Rearrangement | Eschenmoser-Claisen Rearrangement | Sharpless Asymmetric Epoxidation | Cope Rearrangement | Carroll Rearrangement (Kimel-Cope Rearrangement),True,True,True,False,940,application_example,
cov_johnson-claisen_rearrangement_941,Johnson-Claisen Rearrangement,Johnson-Claisen Rearrangement,Johnson-Claisen Rearrangement | Oxy-Cope Rearrangement and Anionic Oxy-Cope Rearrangement | Corey-Winter Olefination,2.585 | 1.557 | 1.549,Johnson-Claisen Rearrangement | Oxy-Cope Rearrangement and Anionic Oxy-Cope Rearrangement | Corey-Winter Olefination | Pinnick Oxidation | Sharpless Asymmetric Epoxidation,True,True,True,False,941,application_example,
